GTCBSA,Count,EPOP,P10wage,Union,Unemp,Name
36740,1025,79.60632924607684,10.222017959253252,4.906842112541199,2.7245402336120605,"Orlando-Kissimmee-Sanford, FL"
37980,3268,80.08522987365723,11.755873926189631,13.738100230693817,4.108202084898949,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
38060,1957,77.47998833656311,11.92151143064868,4.206294566392899,3.268207609653473,"Phoenix-Mesa-Glendale, AZ"
38220,347,72.96589404833519,10.133041283576494,4.61396649479866,2.7993831783533096,"Pine Bluff, AR"
38300,989,80.49796882342632,12.132232898756909,16.435791552066803,3.8390815258026123,"Pittsburgh, PA"
38860,682,86.35274202832879,12.460443937081445,13.019174337387085,1.5515326522290707,"Portland-South Portland-Biddeford, ME"
38900,1689,80.88963627815247,12.451021942476727,14.528335630893707,3.9137374609708786,"Portland-Vancouver-Hillsboro, OR-WA"
39300,1977,79.6460509300232,11.899695146087943,15.942679345607758,3.361048549413681,"Providence-New Bedford-Fall River, RI-MA"
39340,465,78.36187438438408,12.745115728169884,4.232854396104813,2.6982728391885757,"Provo-Orem, UT"
39580,748,82.92311335260376,11.10755047742262,2.637834846973419,2.6521110907197,"Raleigh-Cary, NC"
40060,554,79.1233284873219,11.455678079814707,4.62307371199131,3.7462569773197174,"Richmond, VA"
40140,1688,74.40036535263062,11.181807762461773,21.59913182258606,3.5253435373306274,"Riverside-San Bernardino-Ontario, CA"
40380,433,75.91666216755425,12.049386158209016,18.311141431331635,6.138800829648972,"Rochester, NY"
40900,986,77.2204408430841,12.478342153211816,20.32015770673752,2.8933085501194,"Sacramento--Arden-Arcade--Roseville, CA"
41180,1353,81.93959984729837,11.150347058184087,12.796233594417572,3.321760520339012,"St. Louis, MO-IL"
41540,455,81.3236927534255,10.430159958551755,13.970257341861725,2.2263914346694946,"Salisbury, MD"
41620,1233,82.45666549652756,12.429583014455341,3.891073539853096,2.520568110048771,"Salt Lake City, UT"
41700,893,76.76887558786912,10.44689357172879,5.276498571038246,4.012038931250572,"San Antonio-New Braunfels, TX"
41740,1408,80.32848025333818,12.085045472759388,10.467828810214996,2.3953134194016457,"San Diego-Carlsbad-San Marcos, CA"
41860,2127,81.89465999603271,14.047298909212227,14.320175349712372,2.7285486459732056,"San Francisco-Oakland-Fremont, CA"
41940,953,81.6185988226307,14.89526965303884,9.17394906282425,3.525771200656891,"San Jose-Sunnyvale-Santa Clara, CA"
42660,2074,80.75202703475952,13.47257349371309,18.061460554599762,3.3027667552232742,"Seattle-Tacoma-Bellevue, WA"
43340,348,71.3694942443947,10.103105899847893,6.499981135129929,5.400945246219635,"Shreveport-Bossier City, LA"
43620,779,87.88308234629044,12.142397593309848,6.718858331441879,1.5787752345204353,"Sioux Falls, SD"
44140,329,76.38988113004535,11.67008693998488,19.20141726732254,3.9205625653266907,"Springfield, MA"
45300,1381,80.07387931664199,10.610162754510183,5.173010379076004,3.1794890761375427,"Tampa-St. Petersburg-Clearwater, FL"
46060,404,78.89750053607551,10.698571984447668,5.295708402991295,3.462519124150276,"Tucson, AZ"
46140,689,75.7468823465372,10.970973760494129,4.937415197491646,3.4558184444904327,"Tulsa, OK"
46520,1880,78.67490649223328,11.518248422348776,23.196369409561157,2.1576952189207077,"Urban Honolulu, HI"
47260,610,79.03242279533406,10.702793313510657,5.906898155808449,3.7961963564157486,"Virginia Beach-Norfolk-Newport News, VA-NC"
47900,6879,83.77501964569092,12.388502781187954,6.846601516008377,3.19642573595047,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
48620,508,80.47649145669796,11.206759355175716,7.6338030397892,3.9441484957933426,"Wichita, KS"
49340,587,81.84417225443977,12.533613716629324,14.180564880371094,4.056357964873314,"Worcester, MA"
