CZ90,Total,Age 0-17,Age 65+
31404.0,17554.8828,0.2775,0.1464
31501.0,18351.2514,0.2875,0.1352
32306.0,56728.233,0.2716,0.141
36100.0,2049615.8839,0.2546,0.1238
36404.0,96127.136,0.2317,0.1976
35902.0,63088.2864,0.2655,0.1619
35903.0,10332.903,0.2743,0.1595
36402.0,59014.0836,0.2743,0.1595
35901.0,277787.8528,0.2415,0.2158
35904.0,30330.72,0.2562,0.1643
35905.0,2696.064,0.2562,0.1643
36000.0,774306.136,0.3026,0.0835
20200.0,353608.6288,0.1752,0.2123
17300.0,208937.3209,0.1691,0.2363
2300.0,267023.8303,0.1893,0.2112
2400.0,1365627.2698,0.2083,0.1767
17600.0,377990.9439,0.1992,0.2107
17502.0,166388.9616,0.2118,0.2052
2500.0,642234.5269,0.2122,0.1959
11303.0,62558.4015,0.177,0.279
19903.0,47055.1802,0.177,0.279
2200.0,150286.6134,0.1876,0.2465
16600.0,510121.2643,0.1831,0.21
402.0,79592.2806,0.1879,0.2439
17200.0,214806.6843,0.2017,0.1839
11301.0,413269.0,0.2471,0.1408
11201.0,175439.3841,0.1894,0.2419
11203.0,73587.1554,0.1866,0.2337
38502.0,127137.0,0.2258,0.1966
39303.0,111705.0,0.1367,0.3657
38501.0,127076.4827,0.2316,0.1663
39000.0,306084.3183,0.2725,0.1529
39400.0,5103608.2722,0.2007,0.1637
39301.0,17874.82,0.1558,0.3015
38602.0,100831.5084,0.2015,0.2608
39302.0,234894.0,0.1761,0.1987
16702.0,287350.0496,0.183,0.1846
16701.0,57144.9411,0.2003,0.226
16703.0,40198.608,0.2037,0.2165
16802.0,51465.2201,0.1897,0.2363
16901.0,308352.0594,0.199,0.2292
16902.0,19768.8198,0.1885,0.2325
16801.0,153562.6339,0.203,0.2348
11202.0,38001.0064,0.2049,0.2296
21001.0,47102.4632,0.1804,0.2721
21101.0,97505.7945,0.1974,0.251
21102.0,62820.3247,0.2057,0.2406
22700.0,391793.3267,0.1936,0.2249
21004.0,71187.336,0.1659,0.2943
22602.0,65382.968,0.1816,0.2593
22601.0,364765.5996,0.2127,0.1969
22500.0,622856.198,0.2059,0.1951
22400.0,200124.8644,0.2008,0.2283
23100.0,770191.4714,0.1939,0.1702
23000.0,123092.8578,0.2169,0.2151
24000.0,637753.0,0.215,0.1915
24100.0,1748999.0,0.2169,0.1823
34301.0,43071.964,0.1894,0.2307
27703.0,21406.291,0.2134,0.2095
34302.0,12450.6686,0.224,0.2028
34601.0,61919.868,0.2134,0.2095
34604.0,2503.361,0.2134,0.2095
34602.0,14743.1,0.2049,0.1793
34603.0,95063.5088,0.2049,0.1793
34303.0,39499.3016,0.2419,0.1916
