pt3ISO,TradeValue,rt3ISO,period,rgDesc
SWE,1177096,SVK,2010,Import
SWE,501,SVK,2010,Export
SWE,25482,SVK,2005,Import
SWE,73764,SVK,2005,Export
SWE,414680,SVN,2010,Import
SWE,9337,SVN,2010,Export
SWE,197090,SVN,2005,Import
SWE,82475,SYC,2015,Import
SWE,150929,SYC,2010,Import
SWE,98294,SYC,2005,Import
SWE,76953,SYR,2005,Export
SWE,844379,THA,2015,Import
SWE,714566,THA,2010,Import
SWE,3379471,THA,2005,Import
SWE,22328028,TUN,2015,Import
SWE,39660437,TUN,2010,Import
SWE,19209238,TUN,2005,Import
SWE,4376114,TUR,2015,Import
SWE,1467988,TUR,2010,Import
SWE,48482,TUR,2005,Import
SWE,10086560,TWN,2015,Import
SWE,1040400,TWN,2010,Import
SWE,1195691,TWN,2005,Import
SWE,19267,UKR,2015,Import
SWE,603,UKR,2015,Export
SWE,12801,UKR,2010,Export
SWE,73261357,USA,2015,Import
SWE,776921,USA,2015,Export
SWE,29730495,USA,2010,Import
SWE,269617,USA,2010,Export
SWE,227895401,USA,2005,Import
SWE,186190,USA,2005,Export
SWE,6408318,VNM,2015,Import
SWE,4913210,VNM,2010,Import
SWE,1053466,VNM,2005,Import
SWE,786859,YEM,2015,Import
SWE,381775,YEM,2010,Import
SWE,401415,YEM,2005,Import
SWE,1670,YEM,2005,Export
SWE,23724,ZAF,2015,Import
SWZ,41989,BWA,2015,Import
SWZ,1016,MEX,2015,Import
SWZ,20269,MOZ,2015,Import
SWZ,13973,MOZ,2005,Import
SWZ,1,NLD,2015,Import
SWZ,25596,PAK,2010,Import
SWZ,22801,PAK,2005,Import
SWZ,18620781,ZAF,2015,Import
SWZ,146932,ZAF,2015,Export
SWZ,1488538,ZAF,2010,Import
SWZ,503406,ZAF,2010,Export
SXM,3101017,USA,2015,Export
SYC,5893,ALB,2005,Import
SYC,7330,AUS,2015,Export
SYC,4284,AUS,2010,Export
SYC,2854,AUT,2015,Import
SYC,2985,AUT,2010,Import
SYC,9638,AUT,2005,Import
SYC,17516,BEL,2015,Export
SYC,17254,BRA,2010,Export
SYC,96929,CHE,2005,Export
SYC,21200,DEU,2010,Export
SYC,11000,DEU,2005,Export
SYC,57500,IND,2015,Export
SYC,705391,NZL,2015,Export
SYC,1221093,NZL,2010,Export
SYC,161505,NZL,2005,Export
SYC,28421,ROU,2015,Export
SYC,15745,RUS,2010,Export
SYC,159436,RUS,2005,Export
SYC,48014,SVK,2015,Export
SYC,383895,SWE,2015,Export
SYC,471281,SWE,2010,Export
SYC,153936,SWE,2005,Export
SYC,6432,UKR,2015,Export
SYC,6466,UKR,2010,Export
SYC,2859869,ZAF,2015,Export
SYC,1792730,ZAF,2010,Export
SYC,1948182,ZAF,2005,Export
SYR,97,ARE,2005,Import
SYR,280761,AUT,2010,Export
SYR,33479,BEL,2005,Export
SYR,390,BGR,2005,Export
SYR,89019,BRA,2010,Export
SYR,11940,CAN,2015,Export
SYR,1034944,CAN,2010,Export
SYR,637812,CAN,2005,Export
SYR,23056,CHL,2005,Export
SYR,16072,CZE,2005,Export
SYR,146614,DEU,2015,Export
SYR,502181,DEU,2010,Export
SYR,355000,DEU,2005,Export
SYR,32189,EGY,2010,Import
SYR,96322,EST,2010,Export
SYR,121,ETH,2010,Import
SYR,23886,GHA,2010,Export
SYR,276560,ITA,2015,Export
SYR,3240912,ITA,2010,Export
SYR,40058,JOR,2010,Export
SYR,1225871,LBN,2010,Export
SYR,428000,LBN,2005,Export
SYR,6055,NZL,2015,Export
SYR,11231,POL,2010,Export
SYR,481,QAT,2015,Import
SYR,6472268,ROU,2015,Export
SYR,30920700,ROU,2010,Export
SYR,15890883,ROU,2005,Export
SYR,15037360,RUS,2015,Export
SYR,70612228,RUS,2010,Export
SYR,34497687,RUS,2005,Export
SYR,41390,SWE,2015,Export
SYR,1121276,SWE,2010,Export
SYR,216502,SWE,2005,Export
SYR,89876,TUR,2015,Export
SYR,7889,TUR,2010,Export
SYR,32895,TUR,2005,Export
SYR,66594,UKR,2015,Export
SYR,199090,UKR,2010,Export
SYR,631991,UKR,2005,Export
SYR,13236,YEM,2005,Import
TCA,10013,CAN,2010,Export
TCA,165,CAN,2005,Export
TCA,10849,LCA,2005,Import
TCA,2600,TZA,2010,Import
TCA,2604696,USA,2015,Export
TCA,1041686,USA,2010,Export
TCA,2539542,USA,2005,Export
TCD,259912,BEL,2010,Export
TGO,16614,IND,2010,Import
THA,61618,ARG,2010,Export
THA,4928301,AUS,2015,Export
THA,5777444,AUS,2010,Export
THA,3874212,AUS,2005,Export
THA,307078,AUT,2015,Export
THA,6434,AUT,2010,Export
THA,382171,AUT,2005,Export
THA,5736978,BRA,2015,Export
THA,772926,BRA,2010,Export
THA,254536,BRA,2005,Export
THA,5349250,CAN,2015,Export
THA,2266481,CAN,2010,Export
THA,1574515,CAN,2005,Export
THA,4624431,CHL,2015,Export
THA,3577705,CHL,2010,Export
THA,2425565,CHL,2005,Export
THA,10415,CHN,2010,Import
THA,334253,CHN,2010,Export
THA,10858,CHN,2005,Import
THA,42631,CHN,2005,Export
THA,28397,CZE,2015,Export
THA,10994,CZE,2010,Export
THA,61226,CZE,2005,Export
THA,79598,DEU,2015,Export
THA,144427,DEU,2010,Export
THA,3000,DEU,2005,Import
THA,11937,EGY,2010,Import
THA,19395,ESP,2015,Export
THA,223513,EST,2015,Export
THA,68896,EST,2010,Export
THA,44620,EST,2005,Export
THA,332344,FIN,2015,Export
THA,649609,FIN,2010,Export
THA,581749,FIN,2005,Export
THA,43595,FJI,2005,Export
THA,58630,HKG,2010,Import
THA,25801,HKG,2005,Import
THA,108521,IND,2005,Import
THA,5056,IRL,2005,Import
THA,66561,ITA,2010,Export
THA,164021,ITA,2005,Export
THA,27023,JPN,2015,Import
THA,45882,JPN,2015,Export
THA,19336,JPN,2010,Export
THA,7537,JPN,2005,Import
THA,43640,JPN,2005,Export
THA,21415,KOR,2015,Import
THA,9300,KOR,2005,Import
THA,1962543,LTU,2015,Export
THA,13595,LTU,2005,Export
THA,840447,LVA,2015,Export
THA,39682,LVA,2010,Export
THA,226132,LVA,2005,Export
THA,1006,MDV,2005,Import
THA,885708,MOZ,2015,Export
THA,4480,MOZ,2005,Export
THA,21078,MOZ,2010,Export
THA,47270,MYS,2015,Import
THA,48460,MYS,2015,Export
THA,1121842,MYS,2010,Import
THA,1905339,MYS,2010,Export
THA,70517,MYS,2005,Import
THA,3544160,MYS,2005,Export
THA,1023,NLD,2015,Import
THA,276118,NLD,2015,Export
THA,1002693,NLD,2010,Export
THA,21024109,NZL,2015,Export
THA,19995626,NZL,2010,Export
THA,27762,NZL,2005,Import
THA,7671477,NZL,2005,Export
THA,24707,PHL,2005,Import
THA,41,PRT,2015,Export
THA,61247,QAT,2015,Import
THA,112173,QAT,2010,Import
THA,708244,ROU,2015,Export
THA,263685,ROU,2010,Export
THA,220004,ROU,2005,Export
THA,126912,RUS,2015,Export
THA,160534,SAU,2015,Import
THA,45103,SAU,2005,Import
THA,616,SGP,2015,Import
THA,810129,SWE,2015,Export
THA,56092,SWE,2010,Export
THA,4152,SWE,2005,Import
THA,1674408,SWE,2005,Export
THA,13833,SYC,2010,Import
THA,942,SYC,2005,Import
THA,9232,TWN,2010,Export
THA,304839,TWN,2005,Import
THA,44483,TZA,2005,Export
THA,19821,UKR,2015,Export
THA,5360,UKR,2010,Export
THA,30998,URY,2010,Export
THA,2653882,USA,2015,Export
THA,502277,USA,2010,Export
THA,151804,USA,2005,Export
THA,227120,VNM,2010,Import
THA,5816,VNM,2005,Import
THA,752,YEM,2005,Import
TJK,183907,CHN,2015,Export
TJK,387967,KAZ,2015,Export
TJK,1975,KAZ,2010,Export
TJK,1678,KGZ,2015,Import
TJK,11788,KGZ,2015,Export
TJK,669,KGZ,2010,Import
TJK,3252,KGZ,2005,Export
TJK,37933439,RUS,2015,Export
TJK,69721228,RUS,2010,Export
TJK,28291924,RUS,2005,Export
TJK,6024,UKR,2015,Export
TKL,183678,SWE,2005,Export
TKL,3646,WSM,2005,Export
TKM,2577,ARE,2015,Export
TKM,9642,ARE,2005,Export
TKM,33117,AUT,2010,Export
TKM,686800,BLR,2015,Export
TKM,35400,BLR,2010,Export
TKM,11000,DEU,2005,Import
TKM,38420751,RUS,2015,Export
TKM,29069134,RUS,2010,Export
TKM,4045069,RUS,2005,Export
TKM,80617,TUR,2015,Export
TKM,551468,TUR,2010,Export
TKM,443,TUR,2005,Export
TKM,793201,UKR,2015,Export
TKM,1325634,UKR,2010,Export
TKM,210447,UKR,2005,Export
TLS,9848,AUS,2015,Export
TLS,15166,AUS,2010,Export
TLS,10000,DEU,2005,Export
TLS,20763,JPN,2010,Export
TLS,5099,NZL,2015,Export
TON,5920,FJI,2010,Export
TON,9361,FJI,2005,Export
TON,705,NCL,2010,Import
TON,21145,NZL,2015,Import
TON,2604403,NZL,2015,Export
TON,1924937,NZL,2010,Export
TON,2434699,NZL,2005,Export
TON,11000,USA,2015,Export
TTO,6462,ANT,2005,Import
TTO,195297,ARG,2015,Export
TTO,846095,ARG,2010,Export
TTO,1435387,ARG,2005,Export
TTO,2727,ATG,2005,Import
TTO,23055,AUT,2015,Export
TTO,671861,BRA,2015,Export
TTO,504371,BRA,2010,Export
TTO,1821060,BRA,2005,Export
TTO,131367,BRB,2015,Import
TTO,1360348,CAN,2015,Export
TTO,1720890,CAN,2010,Export
TTO,1286289,CAN,2005,Export
TTO,103610,CHL,2005,Export
TTO,71126,CHN,2015,Export
TTO,56391,DEU,2015,Export
TTO,49026,DEU,2010,Export
TTO,13000,DEU,2005,Export
TTO,1784,DMA,2010,Import
TTO,1374,DMA,2005,Import
TTO,117310,GBR,2015,Export
TTO,148799,GRD,2005,Import
TTO,9634,GUY,2010,Export
TTO,11462,HND,2005,Export
TTO,14432,JAM,2010,Import
TTO,10995,LCA,2005,Import
TTO,1616,LCA,2010,Import
TTO,5040,MEX,2015,Export
TTO,51500,ROU,2015,Export
TTO,44444,URY,2015,Export
TTO,256013,URY,2010,Export
TTO,153225,URY,2005,Export
TTO,20644,USA,2015,Import
TTO,15609934,USA,2015,Export
TTO,11203442,USA,2010,Export
TTO,11584323,USA,2005,Export
TTO,279,VCT,2010,Import
TTO,323101,VEN,2005,Export
TUN,796803,AUT,2015,Export
TUN,1293212,AUT,2010,Export
TUN,416215,AUT,2005,Export
TUN,781552,BEL,2015,Export
TUN,180816,BEL,2010,Export
TUN,58650,BEL,2005,Export
TUN,401781,BGR,2015,Export
TUN,6763,BGR,2010,Export
TUN,11391,BIH,2010,Export
TUN,61402,BRA,2015,Export
TUN,25820,CAN,2015,Export
TUN,28997,CAN,2010,Export
TUN,1657716,DEU,2015,Export
TUN,4029376,DEU,2010,Export
TUN,32952,DZA,2015,Export
TUN,1589,EGY,2010,Export
TUN,62870,ESP,2015,Export
TUN,15915,ESP,2010,Export
TUN,751025,EST,2010,Export
TUN,984066,EST,2005,Export
TUN,23326548,FIN,2015,Export
TUN,35363440,FIN,2010,Export
TUN,27172604,FIN,2005,Export
TUN,564049,FRA,2015,Export
TUN,1307003,FRA,2010,Export
TUN,1338805,FRA,2005,Export
TUN,703099,ITA,2015,Export
TUN,408468,ITA,2010,Export
TUN,4238,ITA,2005,Import
TUN,112583,ITA,2005,Export
TUN,842575,LBY,2010,Import
TUN,66794,LTU,2015,Export
TUN,2232230,LVA,2015,Export
TUN,2212335,LVA,2010,Export
TUN,2352442,LVA,2005,Export
TUN,29,NLD,2015,Import
TUN,340793,ROU,2015,Export
TUN,4605220,ROU,2010,Export
TUN,1367385,ROU,2005,Export
TUN,2627605,RUS,2015,Export
TUN,6704857,RUS,2010,Export
TUN,5134217,RUS,2005,Export
TUN,689841,SVK,2010,Export
TUN,9117376,SVN,2015,Export
TUN,13913791,SVN,2010,Export
TUN,23176742,SWE,2015,Export
TUN,34795050,SWE,2010,Export
TUN,10183903,SWE,2005,Export
TUN,53376,UKR,2015,Export
TUN,68302,USA,2015,Export
TUN,710169,USA,2005,Export
TUR,4472,ALB,2010,Import
TUR,30335,ALB,2005,Import
TUR,15348,ARE,2015,Import
TUR,16950,ARE,2005,Import
TUR,41830,ARM,2015,Import
TUR,342,ARM,2010,Import
TUR,2754,ARM,2005,Import
TUR,967571,AUT,2015,Export
TUR,43798,AUT,2010,Import
TUR,1093814,AUT,2010,Export
TUR,23986,AUT,2005,Export
TUR,51303,AZE,2015,Import
TUR,41014,AZE,2010,Import
TUR,1334,AZE,2005,Import
TUR,606,BEL,2015,Import
TUR,54610,BEL,2015,Export
TUR,12033,BEL,2005,Export
TUR,1568,BGR,2015,Import
TUR,31707828,BGR,2015,Export
TUR,31446,BGR,2010,Import
TUR,6076856,BGR,2010,Export
TUR,1652,BGR,2005,Import
TUR,438723,BGR,2005,Export
TUR,109923,BIH,2015,Export
TUR,1768,BIH,2005,Export
TUR,5000,BLR,2015,Import
TUR,206400,BLR,2015,Export
TUR,225100,BLR,2010,Export
TUR,26192,BRA,2010,Export
TUR,154458,CAN,2015,Export
TUR,31292,CAN,2010,Export
TUR,23721,CAN,2005,Export
TUR,193,CHE,2005,Import
TUR,1464997,DEU,2015,Export
TUR,1587370,DEU,2010,Export
TUR,102000,DEU,2005,Export
TUR,168629,DNK,2015,Export
TUR,2094,DNK,2010,Export
TUR,294,EGY,2015,Import
TUR,63658,EGY,2010,Import
TUR,81344,ESP,2015,Export
TUR,46884,ESP,2010,Export
TUR,20955,ESP,2005,Import
TUR,130614,EST,2015,Export
TUR,361865,EST,2010,Export
TUR,59249,EST,2005,Export
TUR,11228,ETH,2015,Import
TUR,9515635,FIN,2015,Export
TUR,1553392,FIN,2010,Export
TUR,439366,FIN,2005,Export
TUR,5302,FRA,2010,Import
TUR,34840,FRA,2005,Import
TUR,25493,GBR,2010,Export
TUR,2312,GBR,2005,Import
TUR,31732,GBR,2005,Export
TUR,204137,GEO,2015,Import
TUR,279648,GEO,2015,Export
TUR,156097,GEO,2010,Export
TUR,2282074,GEO,2005,Export
TUR,8543,GIN,2015,Import
TUR,2886,GRC,2015,Import
TUR,89611,GRC,2005,Import
TUR,72550,HND,2010,Export
TUR,9220,HRV,2005,Import
TUR,8520,HUN,2015,Export
TUR,1000,HUN,2010,Export
TUR,29329,IRL,2015,Export
TUR,56701,IRL,2010,Export
TUR,177913,IRN,2010,Import
TUR,310000,ISR,2005,Import
TUR,40072,ITA,2010,Export
TUR,123089,ITA,2005,Export
TUR,20155,JAM,2010,Import
TUR,609070,JOR,2005,Import
TUR,1124583,JPN,2005,Import
TUR,195,KAZ,2015,Import
TUR,2960,KAZ,2010,Import
TUR,1624,KAZ,2005,Import
TUR,3673,KGZ,2010,Import
TUR,1025,KGZ,2005,Import
TUR,1839067,KOR,2010,Import
TUR,1145326,KOR,2005,Import
TUR,15261,KWT,2015,Import
TUR,76154,LBN,2010,Import
TUR,5000,LBN,2005,Import
TUR,17827,LBY,2010,Import
TUR,282619,LTU,2015,Export
TUR,2525,LUX,2010,Import
TUR,1234759,LVA,2015,Export
TUR,84479,LVA,2010,Export
TUR,14249,MDA,2015,Export
TUR,120840,MKD,2015,Export
TUR,7267,MKD,2005,Import
TUR,36685,MLT,2005,Import
TUR,28984,MNE,2015,Export
TUR,8049,MNE,2010,Export
TUR,29430,MOZ,2015,Import
TUR,1631,NLD,2015,Import
TUR,52337,NLD,2015,Export
TUR,9945,NLD,2005,Import
TUR,11193,NLD,2005,Export
TUR,63809,NOR,2015,Export
TUR,97308,NOR,2005,Import
TUR,47815,OMN,2005,Import
TUR,33293,OMN,2010,Import
TUR,171605,POL,2010,Export
TUR,1539,POL,2005,Export
TUR,707,QAT,2015,Import
TUR,33092,QAT,2010,Import
TUR,26141,ROU,2015,Import
TUR,17362425,ROU,2015,Export
TUR,64504,ROU,2010,Import
TUR,10626065,ROU,2010,Export
TUR,2673506,ROU,2005,Export
TUR,38697216,RUS,2015,Export
TUR,13419,RUS,2010,Import
TUR,35352891,RUS,2010,Export
TUR,29550712,RUS,2005,Export
TUR,182134,SAU,2015,Import
TUR,8548,SRB,2015,Import
TUR,428391,SRB,2015,Export
TUR,92167,SVK,2010,Export
TUR,27436,SVN,2015,Export
TUR,102492,SVN,2010,Export
TUR,5756413,SWE,2015,Export
TUR,2545141,SWE,2010,Export
TUR,1975447,SWE,2005,Export
TUR,2184,SYR,2010,Import
TUR,275,TUN,2015,Import
TUR,76061,UKR,2015,Import
TUR,72217794,UKR,2015,Export
TUR,26663,UKR,2010,Import
TUR,21449663,UKR,2010,Export
TUR,10410643,UKR,2005,Export
TUR,517720,USA,2015,Export
TUR,5437,USA,2010,Import
TUR,17450,USA,2010,Export
TUR,93333,USA,2005,Export
TUV,5080,CZE,2005,Export
TUV,37410,FJI,2015,Export
TUV,158300,FJI,2010,Export
TUV,27874,FJI,2005,Export
TUV,6796,JPN,2005,Export
TUV,679,NCL,2010,Import
TUV,185127,NZL,2015,Export
TUV,108065,NZL,2010,Export
TUV,89081,NZL,2005,Export
TZA,52135,ARE,2015,Import
TZA,3344170,ARE,2005,Import
TZA,2828,BDI,2015,Export
TZA,39328,CAN,2010,Export
TZA,3174,COM,2010,Import
TZA,550,DNK,2010,Import
TZA,282,ESP,2015,Export
TZA,9954,FRA,2005,Import
TZA,3299902,IND,2015,Import
TZA,1094309,IND,2010,Import
TZA,90501,ITA,2010,Import
TZA,1676877,KEN,2010,Import
TZA,18846,MOZ,2015,Export
TZA,12146,MWI,2010,Export
TZA,4171,MWI,2005,Export
TZA,39,NLD,2015,Import
TZA,11193,NLD,2005,Export
TZA,3443,OMN,2010,Import
TZA,70294,QAT,2015,Import
TZA,19053,QAT,2005,Import
TZA,7965,QAT,2010,Import
TZA,255,RWA,2015,Import
TZA,112890,SAU,2005,Import
TZA,2143174,SWE,2010,Export
TZA,28237,SYC,2005,Import
TZA,14551,THA,2005,Import
TZA,25635,ZAF,2015,Export
TZA,4090,ZAF,2005,Import
TZA,9269,ZAF,2005,Export
TZA,297,ZMB,2005,Export
UGA,5067,ARE,2015,Import
UGA,51,BDI,2010,Import
UGA,2611,DNK,2005,Export
UGA,1221,GBR,2005,Export
UGA,6863,IND,2015,Import
UGA,14730,IND,2010,Import
UGA,16547,KEN,2005,Import
UGA,30,NLD,2015,Import
UGA,15541,RWA,2015,Import
UGA,2149,RWA,2010,Import
UGA,531,RWA,2005,Import
UGA,77443,SWE,2015,Export
UGA,7844,TTO,2010,Import
UGA,4607,TUR,2005,Import
UGA,4927,TZA,2010,Import
UKR,476147,ALB,2010,Import
UKR,151799,ALB,2005,Import
UKR,5524615,ARE,2015,Import
UKR,60394,ARE,2005,Import
UKR,2987012,ARM,2015,Import
UKR,6422700,ARM,2010,Import
UKR,1607951,AUT,2015,Import
UKR,1193430,AUT,2010,Import
UKR,10881,AUT,2010,Export
UKR,1910288,AUT,2005,Import
UKR,3783544,AZE,2015,Import
UKR,124302,AZE,2010,Import
UKR,2083109,BEL,2015,Import
UKR,1591764,BEL,2010,Import
UKR,1653966,BEL,2005,Import
UKR,188239,BGR,2015,Import
UKR,25439,BGR,2010,Import
UKR,141341,BGR,2005,Import
UKR,1453,BGR,2005,Export
UKR,89244,BHR,2015,Import
UKR,13400,BLR,2015,Export
UKR,4600,BLR,2010,Import
UKR,141300,BLR,2010,Export
UKR,3700,BLR,2005,Import
UKR,98800,BLR,2005,Export
UKR,39671,CAN,2005,Export
UKR,101861,CHE,2015,Import
UKR,156376,CHE,2005,Import
UKR,3438172,CHN,2015,Import
UKR,366907,CHN,2010,Import
UKR,385595,CYP,2010,Import
UKR,838930,CYP,2005,Import
UKR,11779384,CZE,2015,Import
UKR,2809239,CZE,2010,Import
UKR,1334133,CZE,2005,Import
UKR,8727,CZE,2005,Export
UKR,28349742,DEU,2015,Import
UKR,76181,DEU,2015,Export
UKR,15993717,DEU,2010,Import
UKR,33125,DEU,2010,Export
UKR,12310000,DEU,2005,Import
UKR,14000,DEU,2005,Export
UKR,48194,DNK,2015,Import
UKR,93108,DNK,2010,Import
UKR,4325,DNK,2010,Export
UKR,308190,DNK,2005,Import
UKR,1183,DNK,2005,Export
UKR,7659,DZA,2015,Import
UKR,652285,EGY,2015,Import
UKR,1363720,EGY,2010,Import
UKR,400094,EGY,2005,Import
UKR,153483,ESP,2015,Import
UKR,58454,ESP,2010,Import
UKR,577808,ESP,2005,Import
UKR,260771,EST,2015,Import
UKR,168248,EST,2010,Import
UKR,47239,EST,2005,Export
UKR,70611,FIN,2015,Export
UKR,69703,FIN,2010,Import
UKR,401208,FIN,2010,Export
UKR,5115,FIN,2005,Import
UKR,105212,FIN,2005,Export
UKR,385615,FRA,2015,Import
UKR,127246,FRA,2010,Import
UKR,2651,FRA,2010,Export
UKR,576098,FRA,2005,Import
UKR,73238,GBR,2015,Import
UKR,38693,GBR,2010,Import
UKR,2017,GBR,2010,Export
UKR,268830,GBR,2005,Import
UKR,175409,GEO,2015,Import
UKR,332412,GEO,2010,Import
UKR,146824,GRC,2015,Import
UKR,128179,GRC,2010,Import
UKR,599370,GRC,2005,Import
UKR,55172,HRV,2010,Import
UKR,76899,HRV,2005,Import
UKR,37476711,HUN,2015,Import
UKR,23272000,HUN,2010,Import
UKR,27000,HUN,2010,Export
UKR,42504000,HUN,2005,Import
UKR,1000,HUN,2005,Export
UKR,23907,IDN,2010,Import
UKR,599291,IND,2015,Import
UKR,29467,IRL,2015,Import
UKR,123929,IRL,2010,Import
UKR,8262,IRN,2005,Import
UKR,3541000,ISR,2015,Import
UKR,661000,ISR,2010,Import
UKR,3950000,ISR,2005,Import
UKR,31415721,ITA,2015,Import
UKR,27687254,ITA,2010,Import
UKR,19835602,ITA,2005,Import
UKR,89093,JOR,2015,Import
UKR,71213,JOR,2005,Import
UKR,10925,JPN,2015,Import
UKR,16164,KAZ,2015,Import
UKR,225,KAZ,2005,Import
UKR,69184,KGZ,2010,Import
UKR,6369673,KOR,2015,Import
UKR,33992,KOR,2010,Import
UKR,74369,KWT,2015,Import
UKR,114284,LBN,2010,Import
UKR,83000,LBN,2005,Import
UKR,13600,LKA,2015,Import
UKR,1422145,LTU,2015,Import
UKR,6539,LTU,2015,Export
UKR,1067534,LTU,2010,Import
UKR,12654,LTU,2010,Export
UKR,470940,LTU,2005,Import
UKR,1600,LTU,2005,Export
UKR,90399,LUX,2015,Import
UKR,281908,LVA,2015,Import
UKR,833785,LVA,2010,Import
UKR,1067835,LVA,2005,Import
UKR,74349,MAR,2015,Import
UKR,89477,MAR,2005,Import
UKR,273091,MAR,2010,Import
UKR,17219302,MDA,2015,Import
UKR,12397253,MDA,2010,Import
UKR,2331855,MDA,2005,Import
UKR,45196,MKD,2015,Import
UKR,47555,MKD,2010,Import
UKR,154965,MKD,2005,Import
UKR,55589,MYS,2015,Import
UKR,308526,MYS,2005,Import
UKR,5071270,NLD,2015,Import
UKR,17152,NLD,2015,Export
UKR,2473885,NLD,2010,Import
UKR,3045766,NLD,2005,Import
UKR,1818,NOR,2015,Import
UKR,18185,OMN,2015,Import
UKR,240,PAK,2015,Import
UKR,40102,PHL,2015,Import
UKR,13447773,POL,2015,Import
UKR,41195,POL,2015,Export
UKR,5194039,POL,2010,Import
UKR,7870,POL,2010,Export
UKR,5873099,POL,2005,Import
UKR,8337,POL,2005,Export
UKR,9437,PRT,2010,Import
UKR,12496,PSE,2015,Import
UKR,4693,PSE,2010,Import
UKR,221214,QAT,2015,Import
UKR,558829,QAT,2005,Import
UKR,15192,QAT,2010,Import
UKR,8713999,ROU,2015,Import
UKR,758454,ROU,2010,Import
UKR,576556,ROU,2005,Import
UKR,1306339,RUS,2015,Import
UKR,1270306,RUS,2015,Export
UKR,13893,RUS,2010,Import
UKR,318309,RUS,2010,Export
UKR,1452,RUS,2005,Import
UKR,553926,RUS,2005,Export
UKR,206667,SAU,2015,Import
UKR,80267,SAU,2010,Import
UKR,172405,SAU,2005,Import
UKR,408514,SRB,2015,Import
UKR,3787464,SRB,2010,Import
UKR,531968,SRB,2005,Import
UKR,4287913,SVK,2015,Import
UKR,356626,SVK,2010,Import
UKR,37251,SVK,2010,Export
UKR,538625,SVK,2005,Import
UKR,1807,SVK,2005,Export
UKR,76483,SVN,2015,Import
UKR,211763,SVN,2010,Import
UKR,116242,SVN,2005,Import
UKR,593,SWE,2015,Export
UKR,21638,SYC,2015,Import
UKR,143475,SYR,2010,Import
UKR,325735,SYR,2005,Import
UKR,27586,THA,2015,Import
UKR,20074,THA,2005,Import
UKR,66112,TUN,2015,Import
UKR,100374168,TUR,2015,Import
UKR,27815273,TUR,2010,Import
UKR,9966592,TUR,2005,Import
UKR,53656,TWN,2015,Import
UKR,16544,USA,2015,Import
UKR,137430,USA,2005,Import
UKR,62318,VNM,2015,Import
UKR,113660,VNM,2010,Import
UKR,14735,VNM,2005,Import
URY,57889,ARE,2015,Import
URY,115590,ARG,2015,Export
URY,390699,ARG,2010,Export
URY,67019,ARG,2005,Export
URY,101151,AUS,2010,Import
URY,1185789,BRA,2015,Import
URY,1070895,BRA,2015,Export
URY,549120,BRA,2010,Export
URY,22042,BRA,2005,Import
URY,631230,BRA,2005,Export
URY,23211,CAN,2015,Import
URY,254525,CAN,2015,Export
URY,18279,CAN,2010,Import
URY,1282,CAN,2010,Export
URY,95546,CHL,2015,Import
URY,997418,CHL,2010,Import
URY,1743278,CHL,2005,Import
URY,3195931,CHN,2015,Import
URY,2264637,CHN,2010,Import
URY,454441,CHN,2005,Import
URY,15664,CRI,2005,Import
URY,20243,DEU,2015,Export
URY,47091,DOM,2010,Import
URY,361352,ESP,2015,Import
URY,2542954,ESP,2010,Import
URY,166278,ESP,2005,Import
URY,8675,FIN,2005,Export
URY,46455,GBR,2010,Import
URY,3177371,GTM,2015,Import
URY,315354,GTM,2010,Import
URY,6151,HND,2005,Export
URY,2793278,IDN,2015,Import
URY,4103460,IDN,2010,Import
URY,194000,ISR,2010,Import
URY,36417,ITA,2010,Import
URY,223145,ITA,2005,Import
URY,197839,JAM,2010,Import
URY,286780,KOR,2015,Import
URY,1237052,KOR,2010,Import
URY,609159,MAR,2015,Import
URY,1683645,MAR,2010,Import
URY,4509922,MEX,2015,Import
URY,1418456,MEX,2010,Import
URY,1844590,MEX,2005,Import
URY,86,NLD,2015,Import
URY,97637,PER,2015,Import
URY,849691,QAT,2015,Import
URY,605334,SAU,2015,Import
URY,137067,SAU,2010,Import
URY,242156,SGP,2010,Import
URY,432326,THA,2015,Import
URY,220411,TTO,2010,Import
URY,61617,TTO,2015,Import
URY,736174,TWN,2015,Import
URY,408944,TWN,2010,Import
URY,70072,TWN,2005,Import
URY,8929669,USA,2015,Import
URY,259455,USA,2015,Export
URY,6725854,USA,2010,Import
URY,166681,USA,2010,Export
URY,5100486,USA,2005,Import
URY,6980,USA,2005,Export
URY,1753710,VNM,2015,Import
URY,993790,VNM,2010,Import
URY,23254,ZAF,2010,Import
USA,34734,ABW,2015,Import
USA,750843,ABW,2010,Import
USA,47893,AGO,2015,Import
USA,24195,AGO,2010,Import
USA,164394,ALB,2010,Import
USA,32140,ALB,2005,Import
USA,726182,ANT,2005,Import
USA,777650,ARE,2015,Import
USA,6700904,ARE,2005,Import
USA,45028,ARG,2015,Import
USA,2129739,ARG,2015,Export
USA,10552980,ARG,2010,Export
USA,28798,ARG,2005,Import
USA,36776533,ARG,2005,Export
USA,4178557,ATG,2015,Import
USA,3410104,ATG,2005,Import
USA,2674941,ATG,2010,Import
USA,1662594,AUS,2015,Import
USA,370164,AUS,2015,Export
USA,5311780,AUS,2010,Import
USA,118331,AUS,2010,Export
USA,1121863,AUS,2005,Import
USA,7319682,AUS,2005,Export
USA,14149,AUT,2015,Import
USA,4839281,AUT,2015,Export
