year,percentile,PTOTVAL,PEARNVAL
2015,56,21304.92,9756.0
2015,57,22308.35,11158.13
2015,58,23406.99,12515.2
2015,59,24402.35,14505.83
2015,60,24977.27,14952.8
2015,61,25765.62,16759.74
2015,62,26979.29,18319.29
2015,63,28220.08,19670.72
2015,64,29553.75,19997.3
2015,65,30058.8,21896.56
2015,66,30895.72,23754.9
2015,67,32104.22,24728.24
2015,68,33501.41,25634.51
2015,69,34810.54,27597.09
2015,70,35580.57,29524.38
2015,71,37131.65,29797.18
2015,72,38830.51,30840.15
2015,73,39952.11,32634.78
2015,74,40700.97,34629.6
2015,75,42496.53,35271.6
2015,76,44649.85,37656.33
2015,77,45679.81,39615.12
2015,78,48007.81,39908.32
2015,79,49799.69,41904.18
2015,80,50450.01,44641.7
2015,81,52478.25,45813.45
2015,82,55052.54,49500.33
2015,83,57562.32,49810.0
2015,84,60015.11,51690.17
2015,85,61899.68,54669.9
2015,86,65004.13,57790.87
2015,87,68233.2,59805.65
2015,88,71178.22,63244.11
2015,89,75140.24,66559.77
2015,90,79332.71,69895.23
2015,91,82919.38,74742.52
2015,92,89576.27,79650.7
2015,93,95688.05,84745.24
2015,94,100891.75,91646.62
2015,95,110450.01,99742.4
2015,96,122440.96,109786.67
2015,97,140315.52,124722.22
2015,98,160833.41,149772.4
2016,0,0.0,0.0
2016,1,0.0,0.0
2016,2,0.0,0.0
2016,3,0.0,0.0
2016,4,0.0,0.0
2016,5,0.0,0.0
2016,6,0.0,0.0
2016,7,0.0,0.0
2016,8,0.0,0.0
2016,9,0.0,0.0
2016,10,0.0,0.0
2016,11,0.0,0.0
2016,12,0.0,0.0
2016,13,0.0,0.0
2016,14,0.0,0.0
2016,15,0.0,0.0
2016,16,0.0,0.0
2016,17,0.0,0.0
2016,18,0.0,0.0
2016,19,0.0,0.0
2016,20,0.0,0.0
2016,21,0.0,0.0
2016,22,0.0,0.0
2016,23,0.0,0.0
2016,24,0.0,0.0
2016,25,0.0,0.0
2016,26,0.0,0.0
2016,27,0.0,0.0
2016,28,0.0,0.0
2016,29,66.34,0.0
2016,30,268.78,0.0
2016,31,471.22,0.0
2016,32,1322.44,0.0
2016,33,2388.92,0.0
2016,34,3605.65,0.0
2016,35,4848.71,0.0
2016,36,5940.53,0.0
2016,37,7176.77,0.0
2016,38,8113.24,0.0
2016,39,8805.75,0.0
2016,40,9568.94,0.0
2016,41,10052.76,0.0
2016,42,10708.37,0.0
2016,43,11587.32,0.0
2016,44,12225.26,0.0
2016,45,13105.03,0.0
2016,46,13946.98,0.0
2016,47,14692.77,0.0
2016,48,15408.52,0.0
2016,49,16137.99,370.14
2016,50,17048.67,1514.96
2016,51,17981.58,2698.9
2016,52,19008.4,4228.58
2016,53,19766.81,5658.85
2016,54,20349.84,7507.02
2016,55,21360.42,9009.17
2016,56,22423.46,9976.8
2016,57,23511.65,11797.66
2016,58,24528.66,13662.04
2016,59,25094.98,14797.49
2016,60,26050.5,15962.55
2016,61,27409.02,17863.87
2016,62,28530.94,19615.55
2016,63,29675.9,19962.12
2016,64,30170.25,21798.45
2016,65,31191.92,23659.1
2016,66,32353.94,24703.96
2016,67,34140.64,25647.46
2016,68,35039.55,27594.41
2016,69,36027.85,29522.77
2016,70,37562.34,29781.15
2016,71,39289.55,30635.16
2016,72,40096.22,32448.77
2016,73,41386.7,34605.92
2016,74,42920.25,34971.27
2016,75,44816.46,37049.31
2016,76,45893.31,39540.09
2016,77,48024.76,39849.52
2016,78,49790.5,41714.42
2016,79,50477.17,44554.42
2016,80,52583.5,44993.37
2016,81,55044.42,47911.28
2016,82,57246.14,49716.85
2016,83,59948.38,50735.37
2016,84,61567.76,54512.0
2016,85,64971.92,55902.1
2016,86,68007.84,59660.88
2016,87,70471.14,61196.19
2016,88,74718.05,64802.62
2016,89,78097.42,69607.52
2016,90,81482.44,72892.58
2016,91,86982.31,76526.83
2016,92,92656.66,80159.88
2016,93,99875.2,88659.87
2016,94,105299.28,94961.03
2016,95,116532.2,99929.79
2016,96,129529.05,114648.58
2016,97,150011.03,129730.5
2016,98,176075.29,149962.79
2017,0,0.0,0.0
2017,1,0.0,0.0
2017,2,0.0,0.0
2017,3,0.0,0.0
2017,4,0.0,0.0
2017,5,0.0,0.0
2017,6,0.0,0.0
2017,7,0.0,0.0
2017,8,0.0,0.0
2017,9,0.0,0.0
2017,10,0.0,0.0
2017,11,0.0,0.0
2017,12,0.0,0.0
2017,13,0.0,0.0
2017,14,0.0,0.0
2017,15,0.0,0.0
2017,16,0.0,0.0
2017,17,0.0,0.0
2017,18,0.0,0.0
2017,19,0.0,0.0
2017,20,0.0,0.0
2017,21,0.0,0.0
2017,22,0.0,0.0
2017,23,0.0,0.0
2017,24,0.0,0.0
2017,25,0.0,0.0
2017,26,0.0,0.0
2017,27,0.0,0.0
2017,28,0.0,0.0
2017,29,123.22,0.0
2017,30,322.08,0.0
2017,31,587.96,0.0
2017,32,1549.55,0.0
2017,33,2653.1,0.0
2017,34,3960.16,0.0
2017,35,5206.45,0.0
2017,36,6428.99,0.0
2017,37,7577.97,0.0
2017,38,8491.49,0.0
2017,39,9238.57,0.0
2017,40,9890.47,0.0
2017,41,10568.9,0.0
2017,42,11451.79,0.0
2017,43,12124.12,0.0
2017,44,13013.88,0.0
2017,45,13888.9,0.0
2017,46,14647.71,0.0
2017,47,15308.54,0.0
2017,48,16076.8,0.0
2017,49,17011.27,515.01
2017,50,17974.15,1651.86
2017,51,19002.03,2913.11
2017,52,19737.89,4614.65
2017,53,20305.6,5939.16
2017,54,21382.26,7784.69
2017,55,22377.42,9706.99
2017,56,23531.2,11485.12
2017,57,24529.86,12686.28
2017,58,25109.72,14615.26
2017,59,25981.0,15650.8
2017,60,27249.89,17636.8
2017,61,28422.59,19526.18
2017,62,29633.11,19872.17
2017,63,30164.4,21604.87
2017,64,31240.7,23503.84
2017,65,32483.25,24609.17
2017,66,34241.55,24976.4
2017,67,35066.94,26855.45
2017,68,36093.68,28765.52
2017,69,37711.04,29711.52
2017,70,39481.32,29983.81
2017,71,40135.48,31923.58
2017,72,41280.76,34554.24
2017,73,43056.59,34898.43
2017,74,44909.88,36738.37
2017,75,46197.24,38975.99
2017,76,48317.82,39781.02
2017,77,49905.92,40978.69
2017,78,50755.95,43782.67
2017,79,52988.63,44896.43
2017,80,55170.82,47686.88
2017,81,57615.51,49649.65
2017,82,60029.02,49959.72
2017,83,61915.69,52964.61
2017,84,65022.13,54991.73
2017,85,67800.33,59559.47
2017,86,70415.46,59955.81
2017,87,74489.47,64649.69
2017,88,77666.98,67964.58
2017,89,80576.28,70866.33
2017,90,85410.66,74882.21
2017,91,90422.92,79722.0
2017,92,97711.9,84682.76
2017,93,102240.58,89909.81
2017,94,111491.1,99600.93
2017,95,121724.88,104984.38
2017,96,135574.11,119705.61
2017,97,151152.98,134997.56
2017,98,180538.05,159612.84
2018,0,0.0,0.0
2018,1,0.0,0.0
2018,2,0.0,0.0
2018,3,0.0,0.0
2018,4,0.0,0.0
2018,5,0.0,0.0
2018,6,0.0,0.0
2018,7,0.0,0.0
2018,8,0.0,0.0
2018,9,0.0,0.0
2018,10,0.0,0.0
2018,11,0.0,0.0
2018,12,0.0,0.0
2018,13,0.0,0.0
2018,14,0.0,0.0
2018,15,0.0,0.0
2018,16,0.0,0.0
2018,17,0.0,0.0
2018,18,0.0,0.0
2018,19,0.0,0.0
2018,20,0.0,0.0
2018,21,0.0,0.0
2018,22,0.0,0.0
2018,23,0.0,0.0
2018,24,0.0,0.0
2018,25,0.0,0.0
2018,26,0.0,0.0
2018,27,0.0,0.0
2018,28,0.0,0.0
2018,29,122.94,0.0
2018,30,341.0,0.0
2018,31,739.91,0.0
2018,32,1835.85,0.0
2018,33,3086.48,0.0
2018,34,4498.43,0.0
2018,35,5663.75,0.0
2018,36,7009.09,0.0
2018,37,8120.82,0.0
2018,38,9074.96,0.0
2018,39,9786.08,0.0
2018,40,10482.49,0.0
2018,41,11370.9,0.0
2018,42,12085.95,0.0
2018,43,13052.03,0.0
2018,44,13991.33,0.0
2018,45,14764.24,0.0
2018,46,15621.41,0.0
2018,47,16567.71,0.0
2018,48,17584.63,0.0
2018,49,18409.49,733.45
2018,50,19512.11,2187.79
2018,51,19936.7,3832.7
2018,52,20694.41,5515.13
2018,53,21815.84,7398.93
2018,54,22966.12,9528.53
2018,55,24066.41,10643.55
2018,56,24843.78,12336.39
2018,57,25568.65,14584.87
2018,58,26737.85,15744.32
2018,59,27952.85,17728.4
2018,60,29443.65,19549.64
2018,61,29911.78,19877.25
2018,62,30526.27,21652.21
2018,63,31891.83,23577.99
2018,64,33286.87,24648.16
2018,65,34699.93,25242.82
2018,66,35418.52,27191.12
2018,67,36659.07,29501.88
2018,68,38268.23,29759.54
2018,69,39749.61,30509.63
2018,70,40389.88,32486.09
2018,71,42044.4,34630.6
2018,72,43927.13,35020.89
2018,73,45264.22,37484.66
2018,74,46995.05,39559.07
2018,75,48961.27,39864.2
2018,76,50038.75,41787.2
2018,77,51026.35,44597.18
2018,78,53019.34,45631.44
2018,79,55179.87,48364.76
2018,80,57362.98,49709.0
2018,81,59773.86,49977.39
2018,82,60678.93,53554.87
2018,83,63699.93,55107.34
2018,84,66147.23,59524.02
2018,85,69793.87,59847.46
2018,86,72269.03,62832.79
2018,87,75380.77,65669.17
2018,88,79605.11,69768.81
2018,89,82712.07,74546.74
2018,90,87541.44,77779.86
2018,91,92578.45,79989.01
2018,92,99685.49,86914.4
2018,93,104839.13,94548.83
2018,94,113947.26,99771.46
2018,95,124180.89,109630.65
2018,96,138256.38,119944.87
2018,97,155179.17,139686.39
2018,98,190256.31,164504.24
2019,0,0.0,0.0
2019,1,0.0,0.0
2019,2,0.0,0.0
2019,3,0.0,0.0
2019,4,0.0,0.0
2019,5,0.0,0.0
2019,6,0.0,0.0
2019,7,0.0,0.0
2019,8,0.0,0.0
2019,9,0.0,0.0
2019,10,0.0,0.0
2019,11,0.0,0.0
2019,12,0.0,0.0
2019,13,0.0,0.0
2019,14,0.0,0.0
2019,15,0.0,0.0
2019,16,0.0,0.0
2019,17,0.0,0.0
2019,18,0.0,0.0
2019,19,0.0,0.0
2019,20,0.0,0.0
2019,21,0.0,0.0
2019,22,0.0,0.0
2019,23,0.0,0.0
2019,24,0.0,0.0
2019,25,0.0,0.0
2019,26,0.0,0.0
2019,27,0.0,0.0
2019,28,72.66,0.0
2019,29,289.7,0.0
2019,30,528.18,0.0
2019,31,1536.57,0.0
2019,32,2661.32,0.0
2019,33,3950.98,0.0
2019,34,5273.32,0.0
2019,35,6745.14,0.0
2019,36,8012.96,0.0
2019,37,9130.87,0.0
2019,38,9865.93,0.0
2019,39,10648.75,0.0
2019,40,11599.5,0.0
2019,41,12305.9,0.0
2019,42,13390.79,0.0
2019,43,14353.84,0.0
2019,44,15057.89,0.0
2019,45,15981.9,0.0
2019,46,16944.43,0.0
2019,47,17953.17,0.0
2019,48,19043.34,216.96
2019,49,19801.75,1506.81
2019,50,20424.52,2753.52
2019,51,21601.14,4470.45
2019,52,22703.72,5907.49
2019,53,23818.2,7927.21
2019,54,24700.99,9804.85
2019,55,25336.96,11724.66
2019,56,26376.85,13701.89
2019,57,27683.53,14928.1
2019,58,29000.64,16971.88
2019,59,29828.25,19010.37
2019,60,30470.68,19829.76
2019,61,31853.17,21586.22
2019,62,33286.79,23548.96
2019,63,34723.9,24646.65
2019,64,35591.41,25081.58
2019,65,37096.21,27340.33
2019,66,38763.9,29508.96
2019,67,39906.5,29790.83
2019,68,40725.96,30978.05
2019,69,42353.91,32930.33
2019,70,44507.05,34739.79
2019,71,45393.71,35819.25
2019,72,47400.34,38345.24
2019,73,49258.9,39709.94
2019,74,50132.2,40089.34
2019,75,51500.41,42850.94
2019,76,53486.89,44784.25
2019,77,55292.72,47021.79
2019,78,57442.39,49548.88
2019,79,59782.13,49837.74
2019,80,60804.58,51739.98
2019,81,63515.3,54634.42
2019,82,66002.67,56603.98
2019,83,69463.37,59611.89
2019,84,71519.49,59936.62
2019,85,75048.29,64538.17
2019,86,78265.12,66995.56
2019,87,81050.94,69855.31
2019,88,85414.15,74588.41
2019,89,90211.59,77707.38
2019,90,95353.19,79961.05
2019,91,100336.09,85675.21
2019,92,106498.05,91803.93
2019,93,115341.28,99637.81
2019,94,124244.67,104693.09
2019,95,135894.66,117902.2
2019,96,150751.28,129547.91
2019,97,171865.26,149603.49
2019,98,204042.48,174842.14
2020,0,0.0,0.0
2020,1,0.0,0.0
2020,2,0.0,0.0
2020,3,0.0,0.0
2020,4,0.0,0.0
2020,5,0.0,0.0
2020,6,0.0,0.0
2020,7,0.0,0.0
2020,8,0.0,0.0
2020,9,0.0,0.0
2020,10,0.0,0.0
2020,11,0.0,0.0
2020,12,0.0,0.0
2020,13,0.0,0.0
2020,14,0.0,0.0
2020,15,0.0,0.0
2020,16,0.0,0.0
2020,17,0.0,0.0
2020,18,0.0,0.0
2020,19,0.0,0.0
2020,20,0.0,0.0
2020,21,0.0,0.0
2020,22,0.0,0.0
2020,23,0.0,0.0
2020,24,0.0,0.0
2020,25,0.0,0.0
2020,26,0.0,0.0
2020,27,0.0,0.0
2020,28,67.95,0.0
2020,29,283.35,0.0
2020,30,498.75,0.0
2020,31,1459.87,0.0
2020,32,2651.61,0.0
2020,33,4031.75,0.0
2020,34,5265.3,0.0
2020,35,6726.57,0.0
2020,36,7968.58,0.0
2020,37,9031.14,0.0
2020,38,9845.13,0.0
2020,39,10665.77,0.0
2020,40,11586.29,0.0
2020,41,12396.0,0.0
2020,42,13400.55,0.0
2020,43,14333.11,0.0
2020,44,15041.24,0.0
2020,45,15985.57,0.0
2020,46,16900.91,0.0
2020,47,17876.33,0.0
2020,48,18911.98,0.0
2020,49,19722.87,188.28
2020,50,20328.34,1464.73
2020,51,21459.44,2712.36
2020,52,22535.82,4090.32
2020,53,23610.39,5584.6
2020,54,24577.53,7327.24
2020,55,25302.37,9522.69
2020,56,26346.77,10751.08
2020,57,27592.77,12596.49
2020,58,28796.72,14667.02
2020,59,29755.8,15951.23
2020,60,30383.34,17947.08
2020,61,31711.79,19692.4
2020,62,33064.72,20662.24
2020,63,34667.88,22976.67
2020,64,35456.62,24616.67
2020,65,36742.34,25579.24
2020,66,38323.88,27686.39
2020,67,39777.82,29573.0
2020,68,40556.87,29860.16
2020,69,42233.27,31649.39
2020,70,44235.75,33997.0
2020,71,45403.88,34900.92
2020,72,47382.18,36957.82
2020,73,49429.43,39553.16
2020,74,50194.84,39878.15
2020,75,51573.69,41853.55
2020,76,53559.47,44679.47
2020,77,55392.53,46641.15
2020,78,57707.93,49539.18
2020,79,59895.05,49818.41
2020,80,61242.48,51636.94
2020,81,64195.97,54584.24
2020,82,66180.64,56596.02
2020,83,69618.78,59636.4
2020,84,71947.58,59967.95
2020,85,75150.62,64579.67
2020,86,78577.24,67505.27
2020,87,81459.25,69876.14
2020,88,85789.83,74574.64
2020,89,90452.01,77589.23
2020,90,96192.67,79986.09
2020,91,100784.66,86890.55
2020,92,108191.75,93762.79
2020,93,116822.26,99729.9
2020,94,125978.39,106559.86
2020,95,139086.07,119616.85
2020,96,152120.61,129870.01
2020,97,172281.92,149742.52
2020,98,205577.98,179731.12
2021,0,0.0,0.0
2021,1,0.0,0.0
2021,2,0.0,0.0
2021,3,0.0,0.0
2021,4,0.0,0.0
2021,5,0.0,0.0
2021,6,0.0,0.0
2021,7,0.0,0.0
2021,8,0.0,0.0
2021,9,0.0,0.0
2021,10,0.0,0.0
2021,11,0.0,0.0
2021,12,0.0,0.0
2021,13,0.0,0.0
2021,14,0.0,0.0
2021,15,0.0,0.0
2021,16,0.0,0.0
2021,17,0.0,0.0
2021,18,0.0,0.0
2021,19,0.0,0.0
2021,20,0.0,0.0
2021,21,0.0,0.0
2021,22,0.0,0.0
2021,23,0.0,0.0
2021,24,0.0,0.0
2021,25,0.0,0.0
2021,26,0.0,0.0
2021,27,0.0,0.0
2021,28,49.28,0.0
2021,29,251.46,0.0
2021,30,453.64,0.0
2021,31,1277.68,0.0
2021,32,2486.51,0.0
2021,33,3897.96,0.0
2021,34,5215.87,0.0
2021,35,6751.31,0.0
2021,36,8109.98,0.0
2021,37,9388.79,0.0
2021,38,10112.43,0.0
2021,39,10994.54,0.0
2021,40,11883.79,0.0
2021,41,12832.52,0.0
2021,42,13864.24,0.0
2021,43,14694.7,0.0
2021,44,15484.73,0.0
2021,45,16532.95,0.0
2021,46,17641.68,0.0
2021,47,18737.76,0.0
2021,48,19703.36,0.0
2021,49,20325.76,158.16
2021,50,21523.45,1632.18
2021,51,22666.01,3227.66
2021,52,23874.57,4872.35
2021,53,24747.94,6935.69
2021,54,25455.83,9543.56
2021,55,26699.92,11520.83
2021,56,28067.31,13579.14
2021,57,29553.53,14928.71
2021,58,29982.86,17633.76
2021,59,30969.52,19616.8
2021,60,32295.35,20255.19
2021,61,33980.16,22773.55
2021,62,34983.43,24585.38
2021,63,36057.14,24970.56
2021,64,37782.89,27589.06
2021,65,39559.26,29571.19
2021,66,40205.99,29835.9
2021,67,41490.53,31555.72
2021,68,43071.18,33897.99
2021,69,44887.67,34850.96
2021,70,46153.24,36710.69
2021,71,48130.22,39520.58
2021,72,49769.21,39814.86
2021,73,50390.13,41592.57
2021,74,52080.79,44391.4
2021,75,54486.59,44964.63
2021,76,55972.92,47839.0
2021,77,58493.58,49654.22
2021,78,60115.04,49923.08
2021,79,61624.9,52317.32
2021,80,64627.24,54838.87
2021,81,66868.97,57898.88
2021,82,70029.54,59729.3
2021,83,72323.53,60951.85
2021,84,75335.76,64707.88
2021,85,79325.23,68589.44
2021,86,81886.91,69950.14
2021,87,86067.46,74663.03
2021,88,90519.84,79047.97
2021,89,96146.36,80589.4
2021,90,100380.62,86822.87
2021,91,105558.5,91812.85
2021,92,113019.79,99598.57
2021,93,121179.85,101780.12
2021,94,130407.83,111871.25
2021,95,144503.06,122841.17
2021,96,158823.95,139526.71
2021,97,182408.08,150757.96
2021,98,218980.08,194756.7
2022,0,0.0,0.0
2022,1,0.0,0.0
2022,2,0.0,0.0
2022,3,0.0,0.0
2022,4,0.0,0.0
2022,5,0.0,0.0
2022,6,0.0,0.0
2022,7,0.0,0.0
2022,8,0.0,0.0
2022,9,0.0,0.0
2022,10,0.0,0.0
2022,11,0.0,0.0
2022,12,0.0,0.0
2022,13,0.0,0.0
2022,14,0.0,0.0
2022,15,0.0,0.0
2022,16,0.0,0.0
2022,17,0.0,0.0
2022,18,0.0,0.0
2022,19,0.0,0.0
2022,20,0.0,0.0
2022,21,0.0,0.0
2022,22,0.0,0.0
2022,23,0.0,0.0
2022,24,0.0,0.0
2022,25,0.0,0.0
2022,26,0.0,0.0
2022,27,0.0,0.0
2022,28,66.34,0.0
2022,29,273.13,0.0
2022,30,479.91,0.0
2022,31,1616.98,0.0
2022,32,2918.09,0.0
2022,33,4457.69,0.0
2022,34,5814.6,0.0
2022,35,7619.89,0.0
2022,36,9199.03,0.0
2022,37,10109.02,0.0
2022,38,11104.84,0.0
2022,39,12001.78,0.0
2022,40,13026.87,0.0
2022,41,14209.95,0.0
2022,42,14968.75,0.0
2022,43,15945.03,0.0
2022,44,17056.65,0.0
2022,45,18148.27,0.0
2022,46,19516.26,0.0
2022,47,20036.1,0.0
2022,48,21082.97,0.0
2022,49,22305.68,1180.83
2022,50,23673.5,2861.72
2022,51,24645.05,4772.51
2022,52,25353.59,7061.42
2022,53,26529.48,9678.38
2022,54,28046.78,11667.31
2022,55,29525.49,14150.82
2022,56,29938.99,15614.61
2022,57,30748.29,17952.29
2022,58,32155.34,19740.78
2022,59,33664.96,21353.32
2022,60,34841.08,23726.79
2022,61,35787.56,24803.88
2022,62,37468.63,26659.76
2022,63,39167.41,29182.82
2022,64,39997.4,29768.58
2022,65,41006.47,30788.05
2022,66,42728.82,33154.22
2022,67,44753.77,34756.14
2022,68,45850.19,35880.98
2022,69,47820.51,38533.93
2022,70,49605.16,39715.23
2022,71,50187.41,39998.8
2022,72,51591.59,43573.03
2022,73,53395.2,44855.61
2022,74,55175.26,47529.28
2022,75,57106.46,49588.23
2022,76,59628.45,49867.68
2022,77,60307.13,51768.33
2022,78,62369.2,54636.83
2022,79,65095.69,56339.63
2022,80,67555.53,59592.27
2022,81,70130.27,59873.15
2022,82,72279.49,62877.95
2022,83,75236.23,64992.74
2022,84,78422.42,69644.17
2022,85,80612.15,71644.36
2022,86,85003.3,74823.4
2022,87,89481.52,79574.12
2022,88,93489.42,81758.89
2022,89,99377.7,87521.44
2022,90,101359.11,91933.01
2022,91,108329.81,99547.77
2022,92,116022.66,99956.58
2022,93,124345.12,109792.71
2022,94,133934.37,119764.29
2022,95,149492.93,129767.03
2022,96,160490.39,149541.64
2022,97,185015.24,160277.8
2022,98,221828.69,199763.39
2023,0,0.0,0.0
2023,1,0.0,0.0
2023,2,0.0,0.0
2023,3,0.0,0.0
2023,4,0.0,0.0
2023,5,0.0,0.0
2023,6,0.0,0.0
2023,7,0.0,0.0
2023,8,0.0,0.0
2023,9,0.0,0.0
2023,10,0.0,0.0
2023,11,0.0,0.0
2023,12,0.0,0.0
2023,13,0.0,0.0
2023,14,0.0,0.0
2023,15,0.0,0.0
2023,16,0.0,0.0
2023,17,0.0,0.0
2023,18,0.0,0.0
2023,19,0.0,0.0
2023,20,0.0,0.0
2023,21,0.0,0.0
2023,22,0.0,0.0
2023,23,0.0,0.0
2023,24,0.0,0.0
2023,25,0.0,0.0
2023,26,0.0,0.0
2023,27,0.0,0.0
2023,28,161.67,0.0
2023,29,380.55,0.0
2023,30,988.91,0.0
2023,31,2280.32,0.0
2023,32,3818.95,0.0
2023,33,5426.74,0.0
2023,34,7163.22,0.0
2023,35,8926.85,0.0
2023,36,10151.98,0.0
2023,37,11300.24,0.0
2023,38,12191.73,0.0
2023,39,13393.83,0.0
2023,40,14509.83,0.0
2023,41,15363.01,0.0
2023,42,16469.21,0.0
2023,43,17731.35,0.0
2023,44,18992.34,0.0
2023,45,19844.4,0.0
2023,46,20720.48,0.0
2023,47,22039.46,0.0
2023,48,23454.07,105.62
2023,49,24502.43,1779.03
2023,50,25242.63,3755.35
2023,51,26298.43,5714.02
2023,52,27699.99,7942.17
2023,53,29067.14,9959.39
2023,54,29834.72,12660.05
2023,55,30454.08,14844.55
2023,56,31910.96,17532.57
2023,57,33500.9,19658.42
2023,58,34830.65,20803.54
2023,59,35809.87,23580.76
2023,60,37355.88,24743.42
2023,61,39119.44,26033.94
2023,62,39983.64,28755.44
2023,63,41097.29,29725.91
2023,64,42726.34,30033.79
2023,65,44683.02,32854.57
2023,66,45789.58,34741.73
2023,67,47718.4,35855.34
2023,68,49589.69,38652.3
2023,69,50206.91,39749.83
2023,70,51498.22,40849.11
2023,71,53450.0,43757.13
2023,72,55164.59,44911.05
2023,73,57124.0,47672.67
2023,74,59611.27,49620.01
2023,75,60348.56,49888.52
2023,76,62391.05,51871.21
2023,77,65059.75,54688.6
2023,78,67398.31,56824.15
2023,79,70021.23,59655.32
2023,80,72206.2,59949.8
2023,81,75082.96,64517.07
2023,82,77897.29,66535.78
2023,83,80444.48,69721.27
2023,84,84160.23,71977.2
2023,85,87854.94,74863.43
2023,86,91412.06,79618.09
2023,87,96418.88,81914.79
2023,88,100396.26,86680.63
2023,89,105321.2,89977.29
2023,90,111470.93,98619.71
2023,91,119661.08,99902.08
2023,92,125687.36,108919.36
